Year,Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
2005,11,11,ORL,Fran Vazquez,,,,,,,,,,,,,,,,,,
2005,12,12,LAC,Yaroslav Korolev,,2,34,168,39,16,13,0.283,0.25,0.625,4.9,1.1,0.5,0.4,-0.1,-0.024,-6.4,-0.2
2005,13,13,CHA,Sean May,University of North Carolina,4,119,1868,821,481,115,0.458,0.231,0.746,15.7,6.9,4,1,2.6,0.068,-2.4,-0.2
2005,14,14,MIN,Rashad McCants,University of North Carolina,4,249,5037,2479,506,331,0.431,0.368,0.741,20.2,10,2,1.3,3.6,0.035,-2.5,-0.6
2005,15,15,NJN,Antoine Wright,Texas A&M University,6,297,5714,1614,681,295,0.412,0.304,0.674,19.2,5.4,2.3,1,3.1,0.026,-3.1,-1.5
2005,16,16,TOR,Joey Graham,Oklahoma State University,6,377,6117,2239,1058,207,0.483,0.3,0.815,16.2,5.9,2.8,0.5,7.8,0.061,-3.8,-2.8
2005,17,17,IND,Danny Granger,University of New Mexico,10,586,18487,9855,2888,1097,0.434,0.38,0.848,31.5,16.8,4.9,1.9,48.5,0.126,1.5,16.1
2005,18,18,BOS,Gerald Green,,10,544,10624,5240,1324,531,0.42,0.361,0.814,19.5,9.6,2.4,1,14.4,0.065,-2.4,-1
2005,19,19,MEM,Hakim Warrick,Syracuse University,8,526,10624,4947,2117,400,0.49,0.191,0.726,20.2,9.4,4,0.8,20.4,0.092,-3.1,-2.9
2005,20,20,DEN,Julius Hodge,North Carolina State University,2,23,98,28,15,18,0.44,,0.5,4.3,1.2,0.7,0.8,0,0.003,-4.5,-0.1
2005,21,21,PHO,Nate Robinson,University of Washington,11,618,13878,6807,1446,1826,0.423,0.36,0.796,22.5,11,2.3,3,27.8,0.096,0.2,7.8
2005,22,22,DEN,Jarrett Jack,Georgia Institute of Technology,13,808,22669,8897,2308,3620,0.44,0.345,0.856,28.1,11,2.9,4.5,35.7,0.076,-1,5.7
2005,23,23,SAC,Francisco Garcia,University of Louisville,10,549,11853,4323,1400,747,0.427,0.357,0.799,21.6,7.9,2.6,1.4,18.2,0.074,-0.3,4.9
2005,24,24,HOU,Luther Head,University of Illinois at Urbana-Champaign,6,348,7797,2842,845,747,0.423,0.388,0.773,22.4,8.2,2.4,2.1,14.7,0.09,-0.4,3.2
2005,25,25,SEA,Johan Petro,,8,473,7262,2202,1836,227,0.462,0.154,0.678,15.4,4.7,3.9,0.5,5.5,0.037,-4.2,-4
2005,26,26,DET,Jason Maxiell,University of Cincinnati,10,618,11379,3481,2576,266,0.495,0,0.564,18.4,5.6,4.2,0.4,20.3,0.086,-2,0.1
2005,27,27,POR,Linas Kleiza,University of Missouri,7,409,8185,3561,1470,321,0.435,0.335,0.763,20,8.7,3.6,0.8,13.6,0.08,-2.4,-0.9
2005,28,28,SAS,Ian Mahinmi,,10,475,7981,2445,2070,234,0.539,0,0.595,16.8,5.1,4.4,0.5,21.7,0.13,-0.2,3.6
2005,29,29,MIA,Wayne Simien,University of Kansas,2,51,507,169,99,11,0.469,,0.854,9.9,3.3,1.9,0.2,0.9,0.083,-4.8,-0.4
2005,30,30,NYK,David Lee,University of Florida,12,829,24293,11232,7320,1825,0.535,0.034,0.772,29.3,13.5,8.8,2.2,76,0.15,1.6,22.3
2005,31,31,ATL,Salim Stoudamire,University of Arizona,3,157,2672,1260,214,164,0.407,0.366,0.882,17,8,1.4,1,2.2,0.04,-5.1,-2.1
2005,32,32,LAC,Daniel Ewing,Duke University,2,127,1683,431,158,174,0.389,0.295,0.78,13.3,3.4,1.2,1.4,0.8,0.024,-3.7,-0.7
2005,33,33,NOH,Brandon Bass,Louisiana State University,12,758,16410,6575,3448,608,0.499,0.207,0.832,21.6,8.7,4.5,0.8,42.8,0.125,-1.1,3.7
2005,34,34,UTA,C.J. Miles,,13,720,15034,7065,1767,815,0.418,0.361,0.807,20.9,9.8,2.5,1.1,26.7,0.085,-0.9,4.2
2005,35,35,POR,Ricky Sanchez,,,,,,,,,,,,,,,,,,
2005,36,36,MIL,Ersan Ilyasova,,10,613,14960,6704,3645,716,0.441,0.365,0.77,24.4,10.9,5.9,1.2,37.8,0.121,-0.1,7.1
2005,37,37,LAL,Ronny Turiaf,Gonzaga University,10,473,8020,2209,1757,618,0.533,0,0.636,17,4.7,3.7,1.3,19.2,0.115,1,6
2005,38,38,ORL,Travis Diener,Marquette University,5,179,2660,854,243,432,0.388,0.353,0.847,14.9,4.8,1.4,2.4,5.6,0.102,-1.8,0.1
2005,39,39,LAL,Von Wafer,Florida State University,6,200,2475,1054,234,146,0.42,0.325,0.751,12.4,5.3,1.2,0.7,3.3,0.064,-3.2,-0.7
2005,40,40,GSW,Monta Ellis,,12,833,29011,14858,2874,3856,0.451,0.314,0.772,34.8,17.8,3.5,4.6,41.9,0.069,-0.3,12.3
2005,41,41,TOR,Roko Ukic,,2,85,987,341,78,165,0.387,0.189,0.746,11.6,4,0.9,1.9,-0.2,-0.007,-5.4,-0.8
2005,42,42,GSW,Chris Taft,University of Pittsburgh,1,17,144,47,36,2,0.605,,0.167,8.5,2.8,2.1,0.1,0.5,0.155,-1.3,0
2005,43,43,NJN,Mile Ilic,,1,5,6,0,1,0,0,,,1.2,0,0.2,0,-0.2,-1.264,-53.6,-0.1
2005,44,44,ORL,Martynas Andriuskevicius,,1,6,9,0,4,0,0,,,1.5,0,0.7,0,0,0.155,0.1,0
2005,45,45,PHI,Louis Williams,,13,787,18544,10087,1648,2295,0.417,0.345,0.827,23.6,12.8,2.1,2.9,48.1,0.125,0.1,9.8
2005,46,46,IND,Erazem Lorbek,,,,,,,,,,,,,,,,,,
2005,47,47,MIN,Bracey Wright,Indiana University,2,26,325,129,39,20,0.405,0.324,0.794,12.5,5,1.5,0.8,0.5,0.068,-3.7,-0.1
2005,48,48,SEA,Mickael Gelabale,,3,145,2348,670,330,115,0.47,0.316,0.815,16.2,4.6,2.3,0.8,3,0.062,-1.9,0
2005,49,49,WAS,Andray Blatche,,9,564,12462,5706,3024,798,0.467,0.237,0.725,22.1,10.1,5.4,1.4,19.2,0.074,-0.3,5.4
2005,50,50,BOS,Ryan Gomes,Providence College,8,487,13463,4926,2239,712,0.445,0.349,0.799,27.6,10.1,4.6,1.5,19.4,0.069,-1.3,2.3
2005,51,51,UTA,Robert Whaley,Walsh University,1,23,212,49,43,17,0.404,,0.5,9.2,2.1,1.9,0.7,0,0.004,-3.5,-0.1
2005,52,52,DEN,Axel Hervelle,,,,,,,,,,,,,,,,,,
2005,53,53,BOS,Orien Greene,University of Louisiana at Lafayette,4,131,1555,326,195,155,0.387,0.212,0.642,11.9,2.5,1.5,1.2,-0.7,-0.022,-3.8,-0.7
2005,54,54,NYK,Dijon Thompson,"University of California, Los Angeles",2,16,93,45,19,3,0.425,0.308,0.875,5.8,2.8,1.2,0.2,0.2,0.102,-4.3,-0.1
2005,55,55,SEA,Lawrence Roberts,Mississippi State University,2,87,1150,334,310,35,0.452,0,0.688,13.2,3.8,3.6,0.4,2.5,0.106,-1.4,0.2
2005,56,56,DET,Amir Johnson,,13,751,16717,5583,4246,898,0.573,0.335,0.673,22.3,7.4,5.7,1.2,50.1,0.144,2.5,19.1
2005,57,57,PHO,Marcin Gortat,,11,683,18051,7102,5581,710,0.556,0.15,0.678,26.4,10.4,8.2,1,55.7,0.148,0.9,13
2005,58,58,TOR,Uros Slokar,,1,20,72,38,14,1,0.538,0.5,0.692,3.6,1.9,0.7,0.1,0.1,0.042,-7,-0.1
2005,59,59,ATL,Cenk Akyol,,,,,,,,,,,,,,,,,,
2005,60,60,DET,Alex Acker,Pepperdine University,2,30,234,81,29,16,0.37,0.32,0.5,7.8,2.7,1,0.5,-0.2,-0.043,-6.9,-0.3
2004,1,1,ORL,Dwight Howard,,14,960,33479,16746,12186,1433,0.585,0.089,0.565,34.9,17.4,12.7,1.5,121.9,0.175,2.6,39
2004,2,2,CHA,Emeka Okafor,University of Connecticut,9,590,18702,7256,5847,512,0.512,0,0.584,31.7,12.3,9.9,0.9,44.3,0.114,-0.4,7.5
2004,3,3,CHI,Ben Gordon,University of Connecticut,11,744,20366,11084,1851,1868,0.432,0.401,0.857,27.4,14.9,2.5,2.5,33.3,0.078,-1.1,4.7
2004,4,4,LAC,Shaun Livingston,,13,704,15188,4605,1754,2241,0.483,0.197,0.792,21.6,6.5,2.5,3.2,26.2,0.083,-1.5,1.8
2004,5,5,WAS,Devin Harris,University of Wisconsin,14,849,21595,9592,1919,3598,0.435,0.324,0.796,25.4,11.3,2.3,4.2,50.8,0.113,0.5,13.6
2004,6,6,ATL,Josh Childress,Stanford University,8,391,10432,3548,1850,609,0.522,0.329,0.779,26.7,9.1,4.7,1.6,25.7,0.118,1.3,8.6
2004,7,7,PHO,Luol Deng,Duke University,14,880,30549,13204,5395,2024,0.455,0.332,0.77,34.7,15,6.1,2.3,73.2,0.115,0.9,22.5
2004,8,8,TOR,Rafael Araujo,Brigham Young University,3,139,1585,389,395,41,0.405,0.25,0.679,11.4,2.8,2.8,0.3,-0.4,-0.013,-6.4,-1.8
2004,9,9,PHI,Andre Iguodala,University of Arizona,14,982,33997,12710,5151,4418,0.465,0.335,0.714,34.6,12.9,5.2,4.5,89.2,0.126,3,43
2004,10,10,CLE,Luke Jackson,University of Oregon,4,73,724,252,89,58,0.357,0.36,0.732,9.9,3.5,1.2,0.8,0.2,0.01,-4.4,-0.4
2004,11,11,GSW,Andris Biedrins,,10,516,11146,3247,3631,467,0.594,0,0.5,21.6,6.3,7,0.9,30.7,0.132,1.1,8.6
2004,12,12,SEA,Robert Swift,,4,97,1500,416,376,20,0.506,,0.61,15.5,4.3,3.9,0.2,1.7,0.054,-4.1,-0.8
2004,13,13,POR,Sebastian Telfair,,10,564,12149,4183,898,1960,0.39,0.319,0.777,21.5,7.4,1.6,3.5,5,0.02,-3.9,-5.8
2004,14,14,UTA,Kris Humphries,University of Minnesota,13,800,14232,5350,4314,556,0.463,0.293,0.7,17.8,6.7,5.4,0.7,30.3,0.102,-2,0.1
2004,15,15,BOS,Al Jefferson,,14,884,25897,14132,7574,1322,0.499,0.125,0.709,29.3,16,8.6,1.5,69.6,0.129,0.3,14.9
2004,16,16,UTA,Kirk Snyder,"University of Nevada, Reno",4,211,3540,1333,491,241,0.438,0.327,0.699,16.8,6.3,2.3,1.1,4.5,0.061,-2,0
2004,17,17,ATL,Josh Smith,,13,892,28995,12996,6651,2789,0.453,0.285,0.632,32.5,14.6,7.5,3.1,51.1,0.085,2.1,30
2004,18,18,NOH,J.R. Smith,,14,887,23907,11433,2836,1925,0.419,0.372,0.733,27,12.9,3.2,2.2,44.8,0.09,0.4,14.4
2004,19,19,MIA,Dorell Wright,,11,549,12280,4597,2093,850,0.424,0.365,0.806,22.4,8.4,3.8,1.5,25.9,0.101,0.4,7.4
2004,20,20,DEN,Jameer Nelson,Saint Joseph's University,14,832,23635,9726,2501,4348,0.437,0.37,0.81,28.4,11.7,3,5.2,47.8,0.097,0.2,13.2
2004,21,21,UTA,Pavel Podkolzin,,2,6,28,4,9,0,0,,0.5,4.7,0.7,1.5,0,-0.1,-0.163,-18.8,-0.1
2004,22,22,NJN,Viktor Khryapa,,4,143,2351,643,492,142,0.443,0.292,0.658,16.4,4.5,3.4,1,2,0.041,-1.8,0.1
2004,23,23,POR,Sergei Monia,,1,26,343,77,52,19,0.333,0.265,0.714,13.2,3,2,0.7,-0.2,-0.025,-5.1,-0.3
2004,24,24,BOS,Delonte West,Saint Joseph's University,8,432,11842,4198,1265,1540,0.448,0.372,0.826,27.4,9.7,2.9,3.6,24.5,0.099,0.5,7.6
2004,25,25,BOS,Tony Allen,Oklahoma State University,14,804,17840,6568,2846,1069,0.475,0.278,0.71,22.2,8.2,3.5,1.3,38.4,0.103,1.1,13.8
2004,26,26,SAC,Kevin Martin,Western Carolina University,12,714,21559,12396,2278,1352,0.437,0.384,0.87,30.2,17.4,3.2,1.9,61.3,0.137,0.1,11.3
2004,27,27,LAL,Sasha Vujacic,,10,581,8908,3094,1093,748,0.39,0.367,0.858,15.3,5.3,1.9,1.3,16,0.086,-1.1,2
2004,28,28,SAS,Beno Udrih,,13,831,18185,6952,1712,2858,0.463,0.349,0.833,21.9,8.4,2.1,3.4,31.4,0.083,-1.6,2
2004,29,29,IND,David Harrison,University of Colorado,4,189,2686,949,549,47,0.53,,0.525,14.2,5,2.9,0.2,3.2,0.057,-3.4,-1
2004,30,30,ORL,Anderson Varejao,,13,627,15051,4561,4511,734,0.51,0.024,0.631,24,7.3,7.2,1.2,46.4,0.148,1.5,13.3
2004,31,31,CHI,Jackson Vroman,Iowa State University,2,87,1111,285,261,51,0.408,0,0.58,12.8,3.3,3,0.6,0,0.001,-3.9,-0.5
2004,32,32,WAS,Peter John Ramos,,1,6,20,11,4,0,0.5,,0.5,3.3,1.8,0.7,0,0,-0.108,-18.3,-0.1
2004,33,33,LAC,Lionel Chalmers,Xavier University,1,36,433,111,31,51,0.336,0.245,0.625,12,3.1,0.9,1.4,-0.2,-0.025,-6.3,-0.5
2004,34,34,ATL,Donta Smith,Southeastern Illinois College,2,61,560,165,66,48,0.421,0.308,0.65,9.2,2.7,1.1,0.8,0.5,0.043,-3.2,-0.2
2004,35,35,SEA,Andre Emmett,Texas Tech University,2,14,73,20,8,1,0.462,0,0.615,5.2,1.4,0.6,0.1,0.1,0.04,-6.8,-0.1
2004,36,36,ORL,Antonio Burks,University of Memphis,2,81,789,186,49,104,0.387,0.235,0.571,9.7,2.3,0.6,1.3,0.1,0.004,-6.6,-0.9
2004,37,37,ATL,Royal Ivey,University of Texas at Austin,10,492,6162,1641,557,501,0.406,0.361,0.706,12.5,3.3,1.1,1,4.5,0.035,-3.8,-2.8
2004,38,38,CHI,Chris Duhon,Duke University,9,606,15526,3946,1364,2690,0.393,0.363,0.784,25.6,6.5,2.3,4.4,25,0.077,-1.5,2
2004,39,39,TOR,Albert Miralles,,,,,,,,,,,,,,,,,,
2004,40,40,BOS,Justin Reed,University of Mississippi,3,136,1436,472,186,68,0.404,0,0.752,10.6,3.5,1.4,0.5,0.5,0.016,-5.9,-1.4
2004,41,41,SEA,David Young,North Carolina Central University,,,,,,,,,,,,,,,,,
2004,42,42,ATL,Viktor Sanikidze,,,,,,,,,,,,,,,,,,
2004,43,43,NYK,Trevor Ariza,"University of California, Los Angeles",14,880,25715,9177,4243,1866,0.425,0.35,0.718,29.2,10.4,4.8,2.1,52.3,0.098,1.6,23.4
2004,44,44,NOH,Tim Pickett,Florida State University,,,,,,,,,,,,,,,,,
2004,45,45,CHA,Bernard Robinson,University of Michigan,3,128,1909,576,315,126,0.417,0.161,0.786,14.9,4.5,2.5,1,2,0.049,-2,0
2004,46,46,POR,Ha Seung-Jin,,2,46,316,70,67,3,0.519,,0.5,6.9,1.5,1.5,0.1,-0.2,-0.029,-8.3,-0.5
2004,47,47,MIA,Pape Sow,"California State University, Fullerton",3,76,879,219,214,12,0.416,,0.678,11.6,2.9,2.8,0.2,0.8,0.044,-4.8,-0.6
2004,48,48,SAC,Ricky Minard,Morehead State University,,,,,,,,,,,,,,,,,
2004,49,49,MEM,Sergei Lishouk,,,,,,,,,,,,,,,,,,
2004,50,50,DAL,Vassilis Spanoulis,,1,31,272,85,22,28,0.319,0.172,0.81,8.8,2.7,0.7,0.9,-0.1,-0.01,-6.7,-0.3
2004,51,51,NJN,Christian Drejer,University of Florida,,,,,,,,,,,,,,,,,
2004,52,52,SAS,Romain Sato,Xavier University,,,,,,,,,,,,,,,,,
2004,53,53,MIA,Matt Freije,Vanderbilt University,2,42,588,133,85,27,0.293,0.224,0.714,14,3.2,2,0.6,-0.6,-0.047,-6.3,-0.6
2004,54,54,DET,Rickey Paulding,University of Missouri,,,,,,,,,,,,,,,,,
2004,55,55,HOU,Luis Flores,Manhattan College,1,16,77,35,3,11,0.483,0.5,1,4.8,2.2,0.2,0.7,0,-0.02,-9.6,-0.1
2004,56,56,LAL,Marcus Douthit,Providence College,,,,,,,,,,,,,,,,,
2004,57,57,SAS,Sergei Karaulov,,,,,,,,,,,,,,,,,,
2004,58,58,MIN,Blake Stepp,Gonzaga University,,,,,,,,,,,,,,,,,
2004,59,59,IND,Rashad Wright,University of Georgia,,,,,,,,,,,,,,,,,
2003,1,1,CLE,LeBron James,,15,1068,41531,28959,7758,7521,0.502,0.342,0.74,38.9,27.1,7.3,7,206.6,0.239,9.1,116.6
2003,2,2,DET,Darko Milicic,,10,468,8638,2813,1971,405,0.46,0,0.574,18.5,6,4.2,0.9,7.1,0.04,-1.6,0.8
2003,3,3,DEN,Carmelo Anthony,Syracuse University,15,982,35539,24299,6454,3067,0.452,0.346,0.813,36.2,24.7,6.6,3.1,97.8,0.132,1.3,29.5
2003,4,4,TOR,Chris Bosh,Georgia Institute of Technology,13,893,31936,17189,7592,1795,0.494,0.335,0.799,35.8,19.2,8.5,2,106,0.159,1.4,27.5
2003,5,5,MIA,Dwyane Wade,Marquette University,15,921,32489,21366,4408,5195,0.484,0.287,0.768,35.3,23.2,4.8,5.6,117.1,0.173,5,57.6
2003,6,6,LAC,Chris Kaman,Central Michigan University,13,735,19642,8208,5582,921,0.489,0.042,0.743,26.7,11.2,7.6,1.3,24.6,0.06,-2,0
2003,7,7,CHI,Kirk Hinrich,University of Kansas,13,879,27015,9594,2576,4245,0.411,0.375,0.8,30.7,10.9,2.9,4.8,52.5,0.093,0.2,14.7
2003,8,8,MIL,T.J. Ford,University of Texas at Austin,8,429,11882,4797,1331,2495,0.433,0.289,0.815,27.7,11.2,3.1,5.8,16.9,0.068,-0.8,3.6
2003,9,9,NYK,Mike Sweetney,Georgetown University,4,233,3610,1516,1045,145,0.485,0,0.689,15.5,6.5,4.5,0.6,7.8,0.103,-2.1,-0.1
2003,10,10,WAS,Jarvis Hayes,University of Georgia,7,427,9898,3553,1330,459,0.415,0.356,0.798,23.2,8.3,3.1,1.1,10.2,0.049,-2.9,-2.2
2003,11,11,GSW,Mickael Pietrus,,10,557,11950,4629,1723,445,0.425,0.355,0.665,21.5,8.3,3.1,0.8,19.7,0.079,-0.9,3.4
2003,12,12,SEA,Nick Collison,University of Kansas,14,896,18533,5328,4681,936,0.533,0.208,0.726,20.7,5.9,5.2,1,44.4,0.115,0.4,11.4
2003,13,13,MEM,Marcus Banks,"University of Nevada, Las Vegas",8,348,5571,2061,519,728,0.432,0.327,0.768,16,5.9,1.5,2.1,6.6,0.057,-2.4,-0.6
2003,14,14,SEA,Luke Ridnour,University of Oregon,12,830,21623,7740,1877,3713,0.431,0.349,0.862,26.1,9.3,2.3,4.5,36,0.08,-0.9,5.8
2003,15,15,ORL,Reece Gaines,University of Louisville,3,71,605,123,53,50,0.324,0.269,0.606,8.5,1.7,0.7,0.7,-0.6,-0.049,-7.7,-0.9
2003,16,16,BOS,Troy Bell,Boston College,1,6,34,11,4,4,0.222,0,1,5.7,1.8,0.7,0.7,-0.2,-0.326,-14.4,-0.1
2003,17,17,PHO,Zarko Cabarkapa,,3,150,1550,640,312,85,0.427,0.273,0.733,10.3,4.3,2.1,0.6,1.1,0.035,-5.2,-1.3
2003,18,18,NOH,David West,Xavier University,15,968,28226,13590,6373,2143,0.493,0.263,0.818,29.2,14,6.6,2.2,82.7,0.141,1.5,24.7
2003,19,19,UTA,Sasha Pavlovic,,10,567,8888,2787,1000,517,0.404,0.346,0.673,15.7,4.9,1.8,0.9,7,0.038,-3.4,-3.2
2003,20,20,BOS,Dahntay Jones,Duke University,13,624,9799,3353,1082,529,0.439,0.329,0.751,15.7,5.4,1.7,0.8,9.9,0.048,-3.7,-4.1
2003,21,21,ATL,Boris Diaw,,14,1064,28768,9139,4634,3684,0.493,0.336,0.717,27,8.6,4.4,3.5,51.6,0.086,0.7,19.5
2003,22,22,NJN,Zoran Planinic,,3,148,1584,561,198,165,0.405,0.289,0.677,10.7,3.8,1.3,1.1,1.5,0.046,-4.2,-0.9
2003,23,23,POR,Travis Outlaw,,11,622,13026,5273,1974,514,0.423,0.337,0.744,20.9,8.5,3.2,0.8,16.5,0.061,-2.3,-0.9
2003,24,24,LAL,Brian Cook,University of Illinois at Urbana-Champaign,9,421,5649,2312,1115,252,0.439,0.382,0.783,13.4,5.5,2.6,0.6,10.2,0.086,-2.4,-0.6
2003,25,25,DET,Carlos Delfino,,8,507,11580,4115,1815,887,0.401,0.365,0.758,22.8,8.1,3.6,1.7,22.5,0.093,0.8,8.1
2003,26,26,MIN,Ndudi Ebi,,2,19,86,40,19,4,0.486,0,0.462,4.5,2.1,1,0.2,0.1,0.051,-5.4,-0.1
2003,27,27,MEM,Kendrick Perkins,,13,781,17147,4211,4531,811,0.53,0,0.594,22,5.4,5.8,1,27.9,0.078,-0.4,7
2003,28,28,SAS,Leandro Barbosa,,14,850,18386,9035,1720,1775,0.459,0.387,0.821,21.6,10.6,2,2.1,37.4,0.098,-0.4,7.4
2003,29,29,DAL,Josh Howard,Wake Forest University,10,507,15350,7270,2886,817,0.448,0.332,0.77,30.3,14.3,5.7,1.6,38,0.119,0.6,10.3
2003,30,30,NYK,Maciej Lampe,,3,64,632,215,142,22,0.407,0.25,0.676,9.9,3.4,2.2,0.3,-0.2,-0.014,-8.7,-1.1
2003,31,31,CLE,Jason Kapono,"University of California, Los Angeles",9,509,9068,3398,844,417,0.442,0.434,0.835,17.8,6.7,1.7,0.8,10.3,0.055,-3,-2.3
2003,32,32,LAL,Luke Walton,University of Arizona,10,564,9685,2649,1588,1317,0.429,0.326,0.715,17.2,4.7,2.8,2.3,13.5,0.067,-1.2,1.9
2003,33,33,MIA,Jerome Beasley,University of North Dakota,1,2,5,2,1,0,0.333,,,2.5,1,0.5,0,0,-0.117,-22.4,0
2003,34,34,LAC,Sofoklis Schortsanitis,,,,,,,,,,,,,,,,,,
2003,35,35,MIL,Szymon Szewczyk,,,,,,,,,,,,,,,,,,
2003,36,36,CHI,Mario Austin,Mississippi State University,,,,,,,,,,,,,,,,,
2003,37,37,ATL,Travis Hansen,Brigham Young University,1,41,507,123,70,19,0.354,0.3,0.815,12.4,3,1.7,0.5,0.2,0.019,-5,-0.4
2003,38,38,WAS,Steve Blake,University of Maryland,13,870,20823,5662,1816,3446,0.401,0.383,0.779,23.9,6.5,2.1,4,29.1,0.067,-1.8,1.3
2003,39,39,NYK,Slavko Vranes,,1,1,3,0,0,0,0,,,3,0,0,0,0,-0.371,-21.4,0
2003,40,40,GSW,Derrick Zimmerman,Mississippi State University,1,2,32,4,4,7,0.667,,,16,2,2,3.5,0,0.004,-9.7,-0.1
2003,41,41,SEA,Willie Green,University of Detroit Mercy,12,731,14783,6059,1303,1018,0.425,0.346,0.765,20.2,8.3,1.8,1.4,12.9,0.042,-3.6,-5.9
2003,42,42,ORL,Zaza Pachulia,,15,968,20494,6799,5769,1240,0.465,0,0.748,21.2,7,6,1.3,47.1,0.11,-0.4,8.4
2003,43,43,MIL,Keith Bogans,University of Kentucky,11,671,14527,4257,1817,866,0.394,0.353,0.716,21.6,6.3,2.7,1.3,20.4,0.068,-0.8,4.5
2003,44,44,HOU,Malick Badiane,,,,,,,,,,,,,,,,,,
2003,45,45,CHI,Matt Bonner,University of Florida,12,792,13356,4632,2371,552,0.464,0.414,0.78,16.9,5.8,3,0.7,38.5,0.138,1,10.1
2003,46,46,DEN,Sani Becirovic,,,,,,,,,,,,,,,,,,
2003,47,47,UTA,Mo Williams,University of Alabama,13,818,23872,10759,2264,3990,0.434,0.378,0.871,29.2,13.2,2.8,4.9,40,0.08,-0.5,8.9
2003,48,48,NOH,James Lang,,1,11,55,11,11,2,0.444,,0.6,5,1,1,0.2,0.1,0.047,-4,0
2003,49,49,IND,James Jones,University of Miami,14,709,11098,3717,1276,366,0.401,0.401,0.84,15.7,5.2,1.8,0.5,25.2,0.109,-0.6,4
2003,50,50,PHI,Paccelis Morlende,,,,,,,,,,,,,,,,,,
2003,51,51,NJN,Kyle Korver,Creighton University,15,1038,27454,10368,3209,1880,0.444,0.432,0.88,26.4,10,3.1,1.8,65.7,0.115,0.9,20.3
2003,52,52,TOR,Remon Van de Hare,,,,,,,,,,,,,,,,,,
2003,53,53,CHI,Tommy Smith,Arizona State University,,,,,,,,,,,,,,,,,
2003,54,54,POR,Nedzad Sinanovic,,,,,,,,,,,,,,,,,,
2003,55,55,MIN,Rick Rickert,University of Minnesota,,,,,,,,,,,,,,,,,
2003,56,56,BOS,Brandon Hunter,Ohio University,2,67,630,220,187,22,0.476,0,0.488,9.4,3.3,2.8,0.3,0.7,0.055,-5.4,-0.5
2003,57,57,DAL,Xue Yuyang,,,,,,,,,,,,,,,,,,
2003,58,58,DET,Andreas Glyniadakis,,1,13,81,17,8,1,0.471,,0.5,6.2,1.3,0.6,0.1,-0.2,-0.143,-12.1,-0.2
2002,1,1,HOU,Yao Ming,,8,486,15818,9247,4494,769,0.524,0.2,0.833,32.5,19,9.2,1.6,65.9,0.2,2.3,17
2002,2,2,CHI,Jay Williams,Duke University,1,75,1961,714,195,350,0.399,0.322,0.64,26.1,9.5,2.6,4.7,0.8,0.02,-2.2,-0.1
2002,3,3,GSW,Mike Dunleavy,Duke University,15,986,27340,11048,4211,2185,0.441,0.377,0.803,27.7,11.2,4.3,2.2,58.5,0.103,0.3,15.9
2002,4,4,MEM,Drew Gooden,University of Kansas,14,790,20127,8653,5618,896,0.462,0.257,0.76,25.5,11,7.1,1.1,43.9,0.105,-1.5,2.3
2002,5,5,DEN,Nikoloz Tskitishvili,,4,172,1946,507,307,114,0.304,0.235,0.73,11.3,2.9,1.8,0.7,-1.6,-0.039,-6.3,-2.1
2002,6,6,CLE,Dajuan Wagner,University of Memphis,4,103,2202,964,142,195,0.366,0.321,0.77,21.4,9.4,1.4,1.9,0,0,-5.6,-2
2002,7,7,NYK,Nene Hilario,,16,875,23992,10454,5539,1651,0.548,0.146,0.662,27.4,11.9,6.3,1.9,69.6,0.139,2,24.1
2002,8,8,LAC,Chris Wilcox,University of Maryland,11,628,12474,5150,3076,455,0.541,0,0.643,19.9,8.2,4.9,0.7,26.9,0.103,-1.6,1.2
2002,9,9,PHO,Amar'e Stoudemire,,14,846,26254,15994,6632,1050,0.537,0.236,0.761,31,18.9,7.8,1.2,92.5,0.169,0.5,16.8
2002,10,10,MIA,Caron Butler,University of Connecticut,14,881,28333,12430,4387,2007,0.434,0.348,0.847,32.2,14.1,5,2.3,50.9,0.086,0.2,15.9
2002,11,11,WAS,Jared Jeffries,Indiana University,11,629,13579,3003,2563,798,0.426,0.25,0.583,21.6,4.8,4.1,1.3,13.1,0.046,-0.9,3.8
2002,12,12,LAC,Melvin Ely,"California State University, Fresno",9,375,6005,1992,1215,261,0.46,0,0.625,16,5.3,3.2,0.7,4,0.032,-3.6,-2.4
2002,13,13,MIL,Marcus Haislip,University of Tennessee,4,89,854,311,131,16,0.437,0.35,0.659,9.6,3.5,1.5,0.2,0.5,0.026,-6.2,-0.9
2002,14,14,IND,Fred Jones,University of Oregon,7,430,10299,3206,958,990,0.411,0.353,0.809,24,7.5,2.2,2.3,16.5,0.077,-0.9,2.8
2002,15,15,HOU,Bostjan Nachbar,,6,317,5628,2252,836,283,0.406,0.375,0.784,17.8,7.1,2.6,0.9,8.7,0.074,-2.3,-0.4
2002,16,16,PHI,Jiri Welsch,,4,247,4596,1519,602,375,0.403,0.343,0.752,18.6,6.1,2.4,1.5,5.7,0.059,-2.1,-0.1
2002,17,17,WAS,Juan Dixon,University of Maryland,7,436,8509,3678,816,775,0.413,0.341,0.833,19.5,8.4,1.9,1.8,6.1,0.034,-3,-2.1
